Sr. No.,Barcode,Brand,Product Name,Weight,Category,Retail Price,Photograhy,Shopify,Product Picture in Shopify,Categorization
1268,,Yeni,Haci Sakir Yagli Saclar Icin,500 ml,Detergents & Cleaners,2.49,Done,Done ,,
1269,,Elidor,Canlandirici Bakim Sampuan,650 ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1270,,Elidor,Esmer Parlaklik Sampuan,650 ml,Detergents & Cleaners,3.99,Done,Done ,,
1271,,Elidor,Kepege Karsi Etkili Sampuan,650 ml,Detergents & Cleaners,3.99,Done,Done ,,
1272,,Elidor,Aninda Onarici Bakim Sampuan,650 ml,Detergents & Cleaners,3.99,Done,Done ,,
1273,,Elidor,Guclu Ve Parlak Sampuan,650 ml,Detergents & Cleaners,3.99,Done,Done ,,
1274,,Elidor,Intensive Reparatur Shampoo,400 ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1275,,Hunca Care,Shampoo Mit Rosmarin und Haferextrakt,700 g,Detergents & Cleaners,5.99,Done,Done ,Done,
1276,,Rasitoglu,Garlic Shampoo Mit Knoblauchextrakt,400 ml,Detergents & Cleaners,5.99,Done,Done ,Done,
1277,,Pantene,Nem Terapisi,400 ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1278,,Pantene,Onarici Ve Koruyucu,400 ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1279,,Pantene,Yag Terapisi,400 ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1280,,Pantene,Temel Bakim,400 ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1281,,Pantene,Temel Bakim,400 ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1282,,Vim,Beyaz Sabun,750 ml,Detergents & Cleaners,3.99,Done,Done ,,
1283,,Cif,Power & Shine,750 ml,Detergents & Cleaners,4.99,Done,Done ,,
1284,,Dasty,Professional Inox,750 ml,Detergents & Cleaners,4.49,Done,Done ,Done,
1285,,Dasty,Professional Fettloser,750 ml,Detergents & Cleaners,4.49,Done,Done ,Done,
1286,,Dasty,Professional Super Cleaner,750 ml,Detergents & Cleaners,4.99,Done,Done ,,
1287,,Dasty,Professional Badezimmer Banyo,750 ml,Detergents & Cleaners,4.99,Done,Done ,Done,
1288,,Dasty,Professional Glasser & Oberflachen,750 ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1289,,Dasty,Professional Super Antikalk,750 ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1290,,Cif,Leke Uzmani,750 ml,Detergents & Cleaners,4.99,Done,Done ,Done,
1291,,Cif,Power & Shine,750 ml,Detergents & Cleaners,3.99,Done,Done ,,
1292,,Por Coz,Firin Temizleyici,750 ml,Detergents & Cleaners,3.49,Done,Done ,Done,
1293,,Vim,Sirkeli Kirec Cozucu,1000 ml,Detergents & Cleaners,3.99,Done,Done ,,
1294,,Vim,WC Temizleyici,1000 ml,Detergents & Cleaners,3.99,Done,Done ,,
1295,,Dasty,Gel Allzweckreininger Professional,750 ml,Detergents & Cleaners,3.49,Done,Done ,Done,
1296,,Eyup Sabri Tuncer,Dogal Macadamia Yagli Sampuan,600 ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1297,,Dasty,Classic Dasty & Professional Badezimmer Combo,1500 ml,Detergents & Cleaners,3.99,Done,Done ,,
1298,,Dasty,Degreaser & Clean n Safe,1450 ml,Detergents & Cleaners,3.49,Done,Done ,,
1299,,Yumos,Renk Koruma,1200 ml,Detergents & Cleaners,3.49,Done,Done ,,
1300,,Yumos,Kirisiklik Karsiti,1200 ml,Detergents & Cleaners,3.49,Done,Done ,,
1301,,Klorak,Nil Prin,750 ml ,Detergents & Cleaners,3.99,Done,Done ,Done,
1302,,Klorak,Banyo Temizleyici,750 ml,Detergents & Cleaners,3.99,Done,Done ,,
1303,,Klorak,Sirkeli Temizleyici,750 ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1304,,Klorak,Yag Cozucu,750 ml,Detergents & Cleaners,3.99,Done,Done ,Done,
1305,,Klorak,Dusakabin Temizleyici,750 ml,Detergents & Cleaners,3.99,Done,Done ,,
1306,,Klorak,Mutfak Temizleyici,750 ml,Detergents & Cleaners,3.99,Done,Done ,,
1307,,Yumos,Dogal Ozler Vanilya,1200 ml,Detergents & Cleaners,3.49,Done,Done ,Done,
1308,,Por Coz,Jel Bulasik Makinesi Deterjani,900 ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1309,,Por Coz,Parlatici ,500 ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1310,,Por Coz,Temizleyici,400 ml,Detergents & Cleaners,2.99,Done,Done ,,
1311,,Klorak,Tuz Ruhu,500 ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1312,,Por Coz,Hijyenik Tuvalet Temizleyici,750 ml,Detergents & Cleaners,2.99,Done,Done ,Done,
1313,8690560064288,Bagdat ,Kurkuma Pulver - Turmeric Ground,170g,Spices,2.99,Done,Done ,Done,
1314,4250440108705,Sahra,Pinienkerne,85g,Spices,2.99,Done,Done ,Done,
1315,4250440108866,Sahra,Piment Ganz,55g,Spices,2.49,Done,Done ,Done,
1316,4250440108538,Sahra,Zimtstangen 4 bis 7 st,,Spices,,Done,Done ,Done,
1317,4250440108859,Sahra,Izgara Baharati Grill,90g,Spices,2.99,Done,Done ,Done,
1318,4250440112092,Sahra,Falafel ,75g,Spices,2.99,Done,Done ,Done,
1319,8690560063755,Bagdat ,Bay Leaves,10g,Spices,1.99,Done,Done ,Done,
1320,8690560063618,Bagdat ,Hot Chilli Powder,150g,Spices,2.99,Done,Done ,Done,
1321,8690560064301,Bagdat ,Seven Kinds of Spices,130g,Spices,3.49,Done,Done ,Done,
1322,8690560064004,Bagdat ,Curry Powder,160g,Spices,2.99,Done,Done ,Done,
1323,8690560064035,Bagdat ,Citric Acid,270g,Spices,2.99,Done,Done ,Done,
1324,8690560063915,Bagdat ,Natron - Sodium Bicarbonate ,350g,Spices,3.49,Done,Done ,Done,
1325,8690560063939,Bagdat ,Oregano,40g,Spices,2.49,Done,Done ,Done,
1326,8690560063953,Bagdat ,Cumin Ground,160g,Spices,2.99,Done,Done ,Done,
1327,8690560064189,Bagdat ,Sumac Ground,160g,Spices,2.99,Done,Done ,Done,
1328,8690560063892,Bagdat ,Black Pepper Ground,170g,Spices,2.99,Done,Done ,Done,
